Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
CAB2918_trim_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.5	4.0	12.5	21.0	73.0	141.0	157.0	297.0	545.0	826.0	1102.5	1636.5	3173.5	4766.0	7116.5	10680.5	14523.0	19540.5	25434.0	33628.0	41161.5	48469.0	56525.5	63050.5	70523.0	77908.0	85644.5	89978.0	91499.0	90172.5	87910.5	84685.5	77014.5	72455.0	68946.5	63734.0	60789.0	56485.5	48283.5	40283.0	34313.5	30112.5	27111.5	24907.5	22272.0	20811.5	18374.5	14882.5	11253.5	6975.0	4665.0	3430.5	2619.0	2272.0	1705.5	1255.0	1166.5	743.0	527.5	452.0	313.0	317.5	313.0	293.0	216.5	107.0	56.0	39.5	30.5	18.5	12.0	11.5	9.5	9.5	10.5	10.5	10.0	6.5	3.5	2.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CAB2918_trim_R2	0.0	2.0	2.5	1.0	1.0	1.0	0.5	1.0	2.0	2.0	4.0	7.0	12.0	19.0	53.5	84.5	98.0	130.0	266.5	497.5	761.5	1535.5	3211.5	5207.0	7517.5	9783.0	11322.0	13917.0	17489.0	23234.5	31570.5	41407.5	50967.5	59095.5	67327.5	75187.5	83373.0	91422.5	95568.5	98841.5	101304.0	99207.0	97258.5	93157.5	84438.5	74325.0	65904.0	57994.0	50937.0	45450.5	40456.0	34459.0	28041.0	22835.5	17512.0	14336.0	10959.5	7688.0	6200.5	5123.0	4039.5	3084.5	2680.5	2127.5	1551.5	1174.0	815.0	587.0	449.0	404.5	457.5	382.0	236.5	152.0	102.5	59.0	111.0	101.0	106.5	102.0	27.0	20.5	16.0	9.0	5.5	4.0	3.5	4.0	4.0	4.0	3.0	1.5	1.5	1.0	0.5	1.5	3.0	4.5	6.5	16.5	35.5
CAB2919_trim_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	6.5	7.0	12.0	44.0	156.0	207.0	294.5	399.5	660.0	1041.5	1816.5	3378.0	5103.0	7770.5	11351.5	15149.0	20640.0	27226.5	35799.0	43963.5	51674.0	61984.0	70169.0	76330.0	83841.5	91512.5	95416.5	98342.0	99002.0	96049.0	92137.5	85556.5	80203.5	77760.5	73405.5	65422.0	57156.5	48946.5	42632.0	37532.5	30418.0	25365.5	24409.0	22882.0	20109.0	18022.0	14681.5	11438.5	8291.0	4714.5	3088.5	2791.0	2173.0	1313.0	1244.0	1316.5	975.0	601.5	382.5	339.5	309.0	247.0	325.5	272.0	76.0	49.0	31.0	21.5	17.5	16.5	15.0	13.5	11.0	5.5	2.5	5.0	6.0	4.0	3.0	3.0	3.0	2.0	0.5	0.0	0.0	0.0
CAB2919_trim_R2	1.0	2.0	2.0	0.5	0.0	0.0	0.0	0.0	0.0	2.0	6.5	10.5	14.5	21.5	48.5	83.5	117.5	193.0	333.0	527.0	1000.5	1912.5	3332.0	5302.0	7855.5	10237.0	12700.5	16083.5	19436.0	25721.5	34604.5	44265.0	52922.5	61061.0	72792.0	84103.0	91363.5	99013.0	105119.0	108044.0	108933.0	108910.0	106277.0	98728.5	89256.0	81840.0	73038.0	60760.0	52555.5	45845.5	41175.0	36056.5	29354.5	23276.0	17762.5	14823.0	10943.5	8092.0	6549.5	5331.5	4420.0	2959.5	2417.0	2096.0	1959.0	1803.0	1178.0	649.5	580.0	445.0	284.0	322.0	254.5	98.0	61.0	108.5	97.5	33.0	109.5	107.5	25.0	22.0	17.5	10.0	7.0	5.5	3.5	2.5	1.0	2.0	3.5	1.5	0.5	0.5	0.5	3.0	3.5	3.5	9.0	14.5	30.0
CAB2920_trim_R1	0.0	0.0	0.0	0.0	0.0	2.0	4.5	4.0	2.5	2.5	2.5	3.0	3.5	5.0	10.0	34.0	69.0	79.5	182.5	263.0	261.0	483.5	907.0	1362.5	1982.5	3377.5	5600.5	7691.0	10166.5	13267.0	16850.5	22114.0	27733.0	34519.5	42626.5	48062.5	54192.5	59780.0	64281.5	69776.5	72876.5	75076.0	76007.0	71903.0	69440.5	67521.5	61275.5	56194.0	52837.0	48117.5	43335.5	40152.5	34691.0	28259.5	24028.5	20298.0	16877.5	16046.5	15306.5	13306.5	11121.5	9173.0	7400.5	4941.5	3107.0	2444.5	2119.0	1639.0	1059.0	870.5	908.5	713.5	378.0	319.0	312.5	300.0	304.5	288.0	171.5	71.5	48.5	35.5	27.5	18.0	12.0	11.5	10.5	8.0	6.0	5.0	4.5	3.5	3.0	2.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
CAB2920_trim_R2	1.0	1.0	1.5	2.5	4.0	4.5	4.0	4.5	7.0	16.5	29.5	41.5	55.0	86.0	171.5	240.0	294.0	387.5	713.5	1083.0	1608.0	2815.5	4706.0	6470.0	9083.5	11785.5	13682.0	16270.5	20242.5	26805.0	34042.5	41726.0	49335.5	55813.0	61928.0	67582.0	74007.5	77524.5	78205.0	82511.5	83711.0	79424.0	75507.0	71140.0	65303.5	57407.5	49190.5	41876.0	37341.0	33061.0	28280.0	23762.5	19305.5	15731.5	12717.5	10849.5	7795.5	5542.5	4860.5	3991.0	3190.5	2387.0	1890.0	1532.5	1257.5	1030.0	750.0	547.5	444.0	383.5	324.0	273.5	193.0	122.0	77.0	48.0	46.5	130.5	224.5	135.5	26.5	19.5	10.0	3.5	4.5	5.0	5.0	3.5	1.5	0.0	0.0	0.5	2.0	2.5	2.0	2.0	3.0	4.5	6.5	11.0	30.5
CAB2921_trim_R1	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.5	0.5	1.0	1.0	1.0	3.5	5.5	8.5	59.0	96.0	148.0	228.0	315.5	363.5	525.5	967.0	1519.5	2197.0	3481.0	5722.0	8422.5	11237.5	15234.0	20039.5	25835.0	32112.0	40401.0	48906.5	55734.5	63377.5	69939.0	73751.5	78762.5	86302.5	88063.5	86210.0	84562.0	82244.5	78279.0	71359.5	65584.0	62315.5	57916.0	52455.5	47945.0	41307.0	33932.0	28492.5	23752.0	20519.0	18473.5	16569.5	14961.5	12810.5	10439.5	8452.5	5918.0	3632.5	2666.5	2089.5	1471.5	1110.5	981.0	938.0	735.0	420.5	312.0	358.0	392.5	343.5	322.0	208.5	93.0	54.0	37.5	30.5	23.5	16.5	14.5	13.5	13.0	9.0	5.0	5.5	3.0	1.0	1.0	0.5	1.0	2.0	1.0	0.0	0.0	0.0
CAB2921_trim_R2	0.0	1.5	2.0	2.0	4.0	5.0	4.5	8.5	14.5	20.5	29.0	38.5	50.0	73.0	157.5	231.5	334.0	520.0	887.0	1221.0	1846.0	3166.0	5087.5	7569.5	10192.5	12719.0	15172.5	18339.5	23019.0	29900.0	38368.0	47235.5	56437.5	64147.5	72529.0	80165.5	85357.0	91728.5	95415.0	97953.0	96912.5	92473.0	90427.5	85657.0	76754.0	68009.5	59301.5	49810.0	43312.0	37588.0	31224.0	26480.0	22112.5	17505.5	13683.0	11284.0	8794.0	6370.5	5181.0	4484.5	3385.5	2543.5	2157.5	1707.0	1584.0	1299.0	827.0	612.0	534.5	383.5	286.5	302.5	231.0	105.0	73.0	50.0	50.0	169.5	236.0	108.0	20.5	12.0	8.5	4.5	3.5	5.5	5.5	3.5	2.5	3.0	4.0	3.5	2.0	1.5	2.0	3.0	2.0	3.0	7.0	13.5	32.0
CAB2922_trim_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.5	0.0	0.0	2.0	5.5	9.5	43.0	69.5	98.5	206.5	406.5	425.0	473.5	918.5	1480.5	1931.5	2957.0	5112.0	7497.0	10692.5	14461.0	18274.5	23750.5	29866.0	37150.5	45158.5	52126.5	59395.5	64914.5	69343.0	74546.0	81046.5	83182.0	82191.5	80953.0	77872.0	73328.5	67047.5	62987.5	57139.5	51416.0	48260.0	43523.0	37346.5	31647.5	26230.0	21899.5	19684.0	18013.5	16325.5	14641.0	11686.0	8832.0	7395.0	5192.5	2863.0	2019.5	1998.0	1537.0	1067.5	866.0	761.0	668.5	461.0	243.0	182.5	202.0	258.0	224.0	107.0	66.5	48.5	37.5	29.5	24.5	19.5	15.5	11.0	8.0	4.0	2.0	3.0	2.5	1.5	0.5	0.0	0.0	0.5	0.5	0.0	0.0	0.0
